file_name,tool_type,peak_freq,peak_mag,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_spread,spectral_skewness,spectral_kurtosis,rms_energy,zero_crossing_rate,peak_to_peak,energy,duration,start_time,end_time,extract_date
20260724_132750.wav,gia_he,2806.167400881057,1.0,4218.6254095142,1882.251058001645,6224.6696035242285,1882.251058001645,-0.2557328175541033,-0.7235366978965017,0.0572816394269466,0.3879405286343612,1.900634765625,11.917268753051758,0.2270000000000003,4.7364375,4.9634375,
20260724_132750.wav,gia_he,0.0,1.0,3789.297439669317,2229.998356066108,6488.986784140969,2229.998356066108,0.1309746064249785,-1.132339029686391,0.0638219937682151,0.3034140969162995,1.944488525390625,14.79403305053711,0.2270000000000003,6.1629375,6.3899375,
20260724_133459.wav,gia_he,2991.189427312775,1.0,3575.959065308325,1980.6090332818983,6110.132158590308,1980.6090332818983,0.2136378166170208,-0.9330856494905828,0.074135310947895,0.3182819383259911,1.791839599609375,19.961631774902344,0.2269999999999998,1.028,1.255,
20260724_133459.wav,gia_he,13.215859030837002,1.0,4420.60783243292,2249.2200800249816,6947.136563876651,2249.2200800249816,-0.3022744759536357,-0.9642248416353318,0.0656463876366615,0.3050660792951541,1.737640380859375,15.651917457580566,0.2269999999999998,2.43725,2.66425,
20260724_133459.wav,gia_he,0.0,1.0,4037.4425574733295,2039.7347492276424,6343.612334801762,2039.7347492276424,-0.0488444887847863,-0.9189075480165334,0.0701414495706558,0.2855176211453744,1.81005859375,17.868797302246094,0.2269999999999998,3.866125,4.093125,
20260724_133459.wav,gia_he,0.0,1.0,4158.555754192356,2278.3019375196227,6806.167400881057,2278.3019375196227,-0.1508773487740132,-1.1584877794922377,0.0712214410305023,0.4391519823788546,1.93408203125,18.423295974731445,0.2270000000000003,5.227625,5.454625,
20260724_133510.wav,gia_he,4444.933920704845,1.0,4037.317889201586,2126.870407222329,6466.960352422907,2126.870407222329,-0.1137492813697309,-0.9648798443441589,0.067616730928421,0.3758259911894273,1.92388916015625,16.6055850982666,0.2269999999999998,1.0585625,1.2855625,
20260724_133510.wav,gia_he,0.0,1.0,3465.926991666661,2071.696988534415,5973.5682819383255,2071.696988534415,0.3730527336424885,-0.8789267477841323,0.095302328467369,0.2249449339207048,1.9140625,32.98776626586914,0.2269999999999998,2.419875,2.646875,
20260724_133510.wav,gia_he,0.0,1.0,3768.294228896049,2081.580380636077,6044.052863436123,2081.580380636077,-0.0202515160161166,-1.0294545267591375,0.0738888978958129,0.3471916299559471,1.62860107421875,19.82915687561035,0.2269999999999998,3.76925,3.99625,
20260724_133510.wav,gia_he,0.0,1.0,3839.600476723624,2031.3592755980385,5929.515418502202,2031.3592755980385,0.112855054996071,-0.7940928045793751,0.0853873342275619,0.3023127753303964,1.9036865234375,26.480899810791016,0.2270000000000003,5.0764375,5.3034375,
20260724_133520.wav,gia_he,0.0,1.0,3568.120856117751,2083.8119554147734,6004.405286343612,2083.8119554147734,0.2406066737488848,-0.8182401233274463,0.0679766163229942,0.1899779735682819,1.898529052734375,16.782821655273438,0.2270000000000001,0.9625625,1.1895625,
20260724_133520.wav,gia_he,0.0,1.0,3741.4652472097328,2172.398181823149,6198.237885462555,2172.398181823149,0.0104201400747024,-0.9623491992801592,0.0909253656864166,0.2070484581497797,1.946533203125,30.027278900146484,0.2269999999999998,2.38675,2.61375,
20260724_133520.wav,gia_he,13.215859030837002,1.0,4023.373385864149,2150.9678052784875,6590.308370044052,2150.9678052784875,-0.0073999173670192,-1.142832451008536,0.0871466100215911,0.3438876651982379,1.95452880859375,27.58333969116211,0.2269999999999998,3.9313125,4.1583125,
